托;tuō;THÁC;"nâng; đỡ; đựng; chống; nhờ; gửi; nhờ gửi; uỷ thác; ký thác; vin; thác; từ chối; tìm cớ; mượn cớ; nhờ; nương nhờ; lót; đệm; nổi bật";""
丐;gài;CÁI;"kẻ ăn mày; cầu xin";""
浅;qiǎn, jiān;THIỂN;"cạn, nông";""
薄;bó, bò, báo;BẠC;"mỏng manh; nhẹ; nhạt nhẽo; ít, kém; xấu, bạc (đất)";""
涂;tú;ĐỒ;"bôi; tô; quét; xoa; phết; sơn; viết vẽ bừa bãi; xóa; xoá đi; bỏ đi; dập xóa";""
赶;gǎn;CẢN;"đuổi; đuổi theo; vội; gấp; vội vàng; vội vã; đi; đến (nơi nào đó); đánh (đánh xe); đuổi; xua đuổi; gặp; gặp phải; vào lúc; nhân dịp";""
劫;jié;KIẾP;"ăn cướp, ép buộc; tai hoạ; số kiếp";""
蹦;bèng;BÍNH;"nhảy; bật ra; chợt; nảy ra; nghĩ ra; nhảy vọt; tăng vọt; vọt lên";""
群;qún;QUẦN;"bầy; đàn; đống; đoàn; đội; cụm; đám; nhóm; các; khu";""
劝;quàn;KHUYẾN;"khuyên giải; khuyên nhủ; khuyến khích; khích lệ";""
徒;tú;ĐỒ;"lội; đi bộ";""
争;zhēng;TRANH;"tranh giành; tranh đoạt; giành giật; đua nhau; tranh luận; tranh chấp; tranh cãi; thiếu; hụt; thiếu sót";""
耐;nài;NẠI;"chịu nổi; chịu được; nén được; dằn lòng được; chịu đựng được; chống chịu được; bền; lâu; chịu; chịu đựng; gắng gượng chịu đựng";""
遭;zāo;TAO;"gặp; bị";""
嘴;zuǐ;CHỦY;"miệng; mồm; mõm; mỏ; miệng (vật giống miệng); lời nói; đồ ăn";""
慎;shèn;THẬN;"dè chừng; cẩn thận; thận trọng";""
胎;tāi;THAI;"thai; bào thai; thai nhi; phôi thai; lót; đệm; lốp xe; phôi";""
爆;bào;BẠO;"nổ tung; vỡ tung; bùng lên; phát nổ; đột ngột; bất ngờ; chiên; nổ; nhúng; xào nhanh";""
娶;qǔ;THÚ;"lấy vợ; cưới vợ; cưới";""
吞;tūn;THÔN;"nuốt; tiêu diệt";""
眉;méi;MI;"lông mày; mày; lề; mép (trang sách); họ (tên) My";""
洒;sǎ;SÁI;"vẩy; rắc; tung; xịt (nước); rơi vãi; tràn; đổ";""
盼;pàn;PHÁN;"chờ mong; mong mỏi; trông mong; nhìn; trông";""
雪;xuě;TUYẾT;"tuyết; như tuyết (màu sắc; ánh sáng); họ Tuyết";""
威;wēi;UY;"quyền thế; quyền lực; uy thế; oai phong; uy nghiêm; họ Uy";""
庭;tíng;ĐÌNH;"sân; cái sân; toà án; gia đình; sảnh; phòng chính; đại sảnh";""
职;zhí;CHỨC;"nhiệm vụ; trách nhiệm; chức quyền; chức; chức vụ; hạ chức; ti chức; hạ quan; tiện chức";""
压;yā;ÁP;"ép; đè; ấn; nhấn; kìm; dồn; nén; trấn tĩnh; ép; áp chế; chèn ép; tiếp cận; áp sát; đến gần; tồn đọng; dồn lại; lưu lại; lưu giữ; đặt cửa; đặt tiền (cờ bạc); dồn; đè lên; đè nặng (trách nhiệm); áp đảo; át đi";""
瞅;chǒu;THU;"ngó; nhìn; ngắm; xem; liếc";""
适;shì;THÍCH;"hợp; thích hợp; phù hợp; đi; đến; gả; xuất giá";""
绩;jì;TÍCH;"thành quả; công lao; thành tích";""
肠;cháng;TRÀNG;"ruột; nội tâm; tâm tư; lòng dạ; dồi; xúc xích (một loại thực phẩm)";""
颜;yán;NHAN;"mặt; vẻ mặt; thể diện; bộ mặt; mặt mũi; biểu cảm; nét mặt; màu sắc; họ Nhan";""
蓝;lán;LAM;"xanh; lam; xanh da trời";""
昏;hūn;HÔN;"tối; trời tối; hoàng hôn; hôn nhân";""
抖;dǒu;ĐẨU;"run rẩy; run; run run; run lẩy bẩy; run như cầy sấy; giật; rung; tung; giũ; vảy; vạch trần; phơi ra; bại lộ; cổ vũ; cổ động; vực dậy; lấy lại (tinh thần); vênh váo; vênh mặt; lên mặt; hách";""
汰;tài;THẢI.THÁI;"thải; bỏ";""
枚;méi;MAI;"họ Mai";""
埋;mái;MAI;"chôn; chôn vùi; vùi; lấp; che giấu; trốn; mai phục; ẩn nấp";""
护;hù;HỘ;"che chở, bảo vệ";""
选;xuǎn;TUYỂN;"được tuyển; được chọn (người hoặc vật); tập; bài; tác phẩm (được chọn)";""
播;bō;BÁ;"truyền bá; truyền đạt; phát; lan truyền; gieo; vãi; gieo hạt; di dời; đổi chỗ; lưu vong";""
荐;jiàn;TIẾN;"tiến cử; giới thiệu; cống hiến";""
顽童;wántóng;NGOAN ĐỒNG;"đứa bé bướng bỉnh; thằng nhóc; thằng nhãi ranh; thằng ranh con";""
育;yù;DỤC;"nuôi; nuôi nấng; nuôi dưỡng; giáo dục; bồi dưỡng; sinh; sinh sản";""
技;jì;KĨ;"kỹ năng; năng lực chuyên môn; kỹ thuật; công nghệ";""
敲;qiāo;XAO;"gõ; khua; điểm; cốc; đãi; mời; đưa; cho; bắt bí; bóp chẹt; chặt chém (giá cả)";""
型;xíng;HÌNH;"khuôn; mô hình; khuôn đúc; loại; cỡ; nhóm; kiểu; loại hình";""
类;lèi;LOẠI;"loài; loại; thứ; giống; họ Loại";""
览;lǎn;LÃM;"xem; ngắm; lãm";""
博;bó;BÁC;"nhiều; rộng; phong phú; dồi dào; đa dạng; lớn";""
项;xiàng;HẠNG;"hạng; điều; khoản; mục; môn";""
察;chá;SÁT;"xét; xem kỹ; xét kỹ; quan sát; nhận ra; tìm tòi; điều tra; khảo sát";""
绘;huì;HỘI;"vẽ; vẽ tranh; mô tả; miêu tả; minh hoạ";""
测;cè;TRẮC;"đo; đo đạc; đoán; ngờ đến; lường trước";""
析;xī;TÍCH;"phân tích; mổ xẻ; giải thích; gỡ; tách; tẽ; chẻ";""
控;kòng;KHỐNG;"tố cáo; kiện; khống chế; điều khiển; lơ lửng; ộc ra; chảy ra; ục ra";""
监;jiān;GIAM.GIÁM;"giám sát; theo dõi; giám thị; trông coi; giam; bắt nhốt; bỏ tù";""
昂;áng;NGANG;"ngẩng; ngóc; ngỏng (đầu)";""
诉;sù;TỐ;"nói; bảo; kể; kêu; tố; kiện; tố cáo; kêu gọi";""
倾;qīng;KHUYNH;"nghiêng; lệch; khuynh hướng; xu hướng; sập; đổ; xiêu; đổ; làm nghiêng; dốc; dốc hết; trút hết; áp đảo; vượt qua";""
推;tuī;THÔI;"đẩy; đùn; xay; cắt; bào; xén; hớt; mở rộng; phát triển; suy ra; suy luận; nhường; đùn đẩy; đổ; từ chối; khước từ; thoái thoát; hoãn lại; trì hoãn; để chậm lại; tôn sùng; sùng bái; đề cử; bầu cử";""
围;wéi;VI;"vây; bao vây; quây; vây quanh; quàng";""
范;fàn;PHẠM;"phạm vi; giới hạn; qui phạm; họ Phạm; tiêu chuẩn; tấm gương; khuôn mẫu";""
并;bìng;TỊNH.TÍNH;"và; đồng thời; hơn nữa; mà còn";""
守;shǒu;THỦ;"coi; giữ; trông coi; túc trực; giữ; tuân thủ; tuân theo; theo đúng; gần; cận; ở gần; giữ; thủ; phòng thủ; giữ lời hứa; giữ chữ tín; tuân thủ lời hứa";""
煤;méi;MÔI;"than đá; than";""
装;zhuāng;TRANG;"trang điểm; hoá trang; đóng; đóng sách; giả; giả vờ; bỏ; bốc; chứa; đựng; để vào; cho vào; lắp; bắc; cài đặt; lắp đặt; giả trang; cải trang; làm ra vẻ; đóng; đóng gói";""
态;tài;THÁI;"vẻ; trạng thái; hình dáng; hình thái (một loại phạm trù ngôn ngữ)";""
固;gù;CỐ;"kiên cố; vững chắc; chắc chắn; bền chắc; chắc; vững; cứng; rắn; đặc; cứng rắn; rắn chắc; nông cạn; hạn hẹp; không sâu; bệnh kinh niên; bệnh trầm kha; tật khó sửa; bệnh khó chữa; bệnh nan y";""
脂;zhī;CHI;"mỡ; dầu; nhựa (động thực vật); son (môi)";""
树;shù;THỤ;"cây; cây cối; họ Thụ";""
浮;fú;PHÙ;"bơi; bơi lội; nổi";""
貌;mào;MẠO;"tướng mạo; diện mạo; dung mạo; ngoại hình; bề ngoài; cảnh; họ Mạo";""
杰;jié;KIỆT;"người tài giỏi; hào kiệt; anh hùng";""
状;zhuàng;TRẠNG;"hình dạng; hình thái; hình dáng; dáng; tình huống; tình trạng; tình hình; hồ sơ; bản ghi; văn bản; đơn kiện; đơn khởi tố; giấy; bằng khen (văn bản chứng nhận)";""
蟹;xiè;GIẢI;"cua; con cua";""
著;zhù;TRƯỚC;"rõ rệt; rõ ràng; nổi bật";""
壮;zhuàng;TRÁNG;"cường tráng; khoẻ; mạnh; khoẻ mạnh; tráng; hùng tráng; to lớn";""
墓;mù;MỘ;"mộ; mồ mả; họ Mộ";""
细;xì;TẾ;"mịn; nhuyễn (hạt); nhỏ; mảnh; thon; gầy; nhỏ (âm lượng); tinh tế; tinh xảo; tỉ mỉ; kỹ càng; tường tận; cặn kẽ; nhỏ nhặt; bé nhỏ; lắt nhắt; nhỏ bé; nhỏ xíu; trẻ; nhỏ";""
恐;kǒng;KHỦNG;"sợ hãi; sợ sệt; lo sợ; đe doạ; doạ dẫm; dọa nạt";""
案;àn;ÁN;"khay gỗ (xưa); bàn; tấm ván; ván (làm bằng gỗ dài); vụ án; án; tài liệu; hồ sơ; đề án; dự án; đề xuất; kế hoạch; vụ việc; vụ (sự kiện lớn)";""
署;shǔ;THỰ;"sở; cơ quan; trụ sở; văn phòng";""
撤;chè;TRIỆT;"loại bỏ; huỷ bỏ; gỡ; dỡ; dọn; thu hồi; sa thải; bác bỏ; sơ tán; rút lui; rút";""
境;jìng;CẢNH;"biên giới; cảnh; biên cương; ranh giới; nơi; chỗ; chốn; khu vực; tình huống; hoàn cảnh; cảnh ngộ";""
纳;nà;NẠP;"nạp; nhập; thu; tiếp nhận; tiếp thu; chấp nhận; thu nhận; hóng; hưởng thụ; thư giãn; thư thái; tận hưởng; thưởng ngoạn; đưa vào; bỏ vào; nộp; đóng (thường là thuế, phí); khâu; khâu vá (thường dùng để khâu đế giày, tất…)";""
剩;shèng;THẶNG;"thừa lại; còn lại";""
曰;yuē;VIẾT;"nói; rằng; gọi là; đặt tên";""
投;tóu;ĐẦU;"ném; quăng; bỏ vào; bình chọn; quăng vào; gieo; nhảy vào; nhảy xuống (chỉ tự sát); toả; toả sáng; toả chiếu; gửi; lao vào; tìm đến; tham gia vào; hợp; hợp nhau; làm vừa lòng nhau; gần; sắp sửa; trước khi; giặt (quần áo)";""
翻;fān;PHIÊN;"lật; đổ; trở mình; giở; đảo; lục lọi; lục; đảo lộn; lật đổ; phản; lật bỏ (cái cũ); vượt qua; leo qua; trèo qua; tăng gấp đôi; tăng gấp bội (số lượng); dịch; phiên dịch; trở mặt; giở giọng";""
卷;juǎn;QUYỂN;"cuốn; cuộn; xoắn; xắn; vê; quét sạch; mang theo; cuốn theo; xen vào; chen vào";""
脾;pí;TÌ;"tỳ; lá lách";""
舍;shè;XÁ;"phòng ốc; nhà trọ; nhà ở; nhà ở của mình; chuồng; tôi; của tôi (gọi anh em, người nhà); họ Xá";""
显;xiǎn;HIỂN;"lộ rõ; nổi bật; rõ ràng; vinh hiển; hiển đạt; hiển hách (có địa vị có quyền lực)";""
荡;dàng;ĐÃNG;"lay động; đung đưa; khua; rong chơi; lêu lổng; rửa; cọ rửa; thanh trừ; làm sạch";""
闯;chuǎng;SẤM;"xông; vượt; nhào vô; xông vào; xông xáo; rèn luyện; tôi luyện; tích lũy (trong thực tế); bôn ba; tung hoành; bôn tẩu; tất bật; đi khắp nơi; chịu; gánh chịu; gây ra; lao vào; xông pha; lăn lộn";""
寐;mèi;MỊ;"ngủ";""
坛;tán;ĐÀN;"đàn; đàn tế thời cổ; đàn (nơi tu hành, cầu nguyện); giảng đài; diễn đàn; giới (lĩnh vực theo nghề nghiệp, công việc); luống; bồn; cái bình; bình; hũ; lọ";""
扮;bàn;BAN;"sắm vai; đóng vai; hoá trang; giả làm; làm vẻ; bĩu môi; nhăn mặt";""
众;zhòng;CHÚNG;"nhiều; đông";""
洪;hóng;HỒNG;"lớn; to";""
冯;féng;BẰNG;"họ Phùng";""
凝;níng;NGƯNG;"ngưng đọng";""
宿;sù;TÚC;"ở; ngủ lại";"寓 ngụ"
偷;tōu;THÂU;"ăn trộm; ăn cắp; trộm; nhót; bớt xén; tranh thủ (thời gian); qua loa; tạm bợ; cẩu thả";""
扰;rǎo;NHIỄU;"quấy nhiễu; hỗn loạn; quấy rối; phiền (lời nói khách sáo)";""
虹;hóng;HỒNG;"cầu vồng";""
魑魅魍魉;chīmèiwǎngliǎng;SI MỊ VÕNG LƯỢNG;"yêu ma quỷ quái";""
优;yōu;ƯU;"ưu tú; tốt; trội; đầy đủ; sung túc";""
赴;fù;PHÓ;"đi; đến; bơi; bơi lội; tham dự; dự (nơi nào đó); cáo phó; tin buồn; báo tang";""
轧;yà;YẾT;"nghiền; cán; chèn ép; lật đổ; họ Át; xình xịch; lạch xạch; lọc xọc (từ tượng thanh, tiếng máy chạy)";""
炉;lú;LÔ;"cái lò; bếp";""
味;wèi;VỊ;"vị; mùi; ý vị; ý nghĩa; âm; giọng; phong cách; tính cách; khí chất; khí phách; món; món ăn";""
净;jìng;TỊNH;"sạch; sạch sẽ; hết; hết sạch; ròng; thuần; tinh khiết; nguyên chất";""
刘;liú;LƯU;"họ Lưu";""
粥;zhōu;CHÚC;"cháo";""
怀;huái;HOÀI;"ôm; ôm ấp; giữ; mang (trong lòng); nhớ; nhớ mong; hoài niệm; có mang; mang thai; có bầu; có thai";"坏 hoại"
涯;yá;NHAI;"bờ bến; bờ sông; bờ; lề; giới hạn";""
奈;nài;NẠI;"làm sao; thế nào; bất lực; khổ nỗi; tiếc là; tiếc thay";""
寒;hán;HÀN;"lạnh; rét; lạnh lẽo; nghèo; nghèo khó; bần hàn; nghèo túng; khiêm tốn; buồn; đau buồn; đau thương; đau khổ";""
敢;gǎn;CẢM;"can đảm; có dũng khí; dũng cảm";""
驾;jià;GIÁ;"kéo (xe, nông cụ) (súc vật); lái; điều khiển; ngồi; cưỡi; đạp; đi; kiểm soát; điều khiển; kiềm chế";""
咸;xián;HÀM;"mặn (vị)";""
谋;móu;MƯU;"mưu; mưu kế; mưu mô; mưu sách; kế sách";""
余;yú;DƯ;"ngoài; sau khi; phần dư; họ Dư";""
睁;zhēng;TRANH;"mở; mở to (mắt)";""
忍;rěn;NHẪN;"nhẫn nại; chịu đựng; nhẫn nhịn";""
吓;xià;HÁCH;"doạ; doạ dẫm; hù (làm cho khiếp sợ); sợ; sợ hãi";""
究;jiū;CỨU;"nghiên cứu; làm rõ; điều tra nghiên cứu";""
防;fáng;PHÒNG;"Bảo vệ; chống lại; Phòng ngừa; đề phòng";""
研;yán;NGHIÊN;"nghiên cứu; nghiền (nhỏ)";""
忆;yì;ỨC;"hồi tưởng; nhớ lại; ức";""
酷;kù;KHỐC;"ngầu; tuyệt; lạnh lùng; bảnh; sành điệu (phong cách); tàn khốc; tàn bạo; tàn nhẫn; mạnh mẽ; gay gắt";""
县;xiàn;HUYỆN;"quận; huyện (đơn vị hành chính)";""
较;jiào;GIẾU.GIẢO;"so sánh; so tài; tính toán; so đo";""
腺;xiàn;TUYẾN;"tuyến (tổ chức phân tiết chất hoá học trên cơ thể sinh vật, như tuyến, mồ hôi tuyến nước bọt...)";""
啥;shá;XÁ;"cái gì";""
愁;chóu;SẦU;"lo; buồn; rầu; buồn thảm; buồn lo";""
染;rǎn;NHIỄM;"nhuộm; sơn; nhiễm; mắc; lây; làm bẩn; nhiễm bẩn; thêm chi tiết; thêm (bức tranh)";""
皱;zhòu;TRỨU;"nếp nhăn; nếp gấp";""
霜;shuāng;SƯƠNG;"sương; sương giá; kem; đường bột; váng trắng; phấn trắng (bột như sương giá); kem (kem mắt)";""
磨;mó;MA;"ma sát; cọ sát; mài; rèn (tôi luyện); giày vò; làm khổ; hành hạ; quấy rầy; lằng nhằng; dây dưa; lẽo đẽo; đeo quấn; diệt; mất đi; phai mờ đi; mai một; giết thời gian; kéo dài thời gian";""
糊;hú;HỒ;"dán; khê; khét; cháy (cơm, thức ăn)";""
模;mó;MÔ;"mô hình; khuôn; mô phạm; gương mẫu; hình mẫu; tấm gương mẫu; mẫu; người mẫu; thử; mô phỏng";""
限;xiàn;HẠN;"giới hạn; hạn định; hạn; mức độ; quyền hạn";""
藏;cáng;TÀNG;"giấu; trốn; ẩn; tàng; núp; cất giấu; cất giữ; lưu trữ";""
寓;yù;NGỤ;"nơi ở; chỗ ở";""
液;yè;DỊCH;"chất lỏng; dịch thể; nước";""
序;xù;TỰ;"thứ tự; trình tự; trật tự; lời tựa; bài tựa; trường học; trường học địa phương (thời xưa); họ Tự";""
暂;zàn;TẠM;"ngắn; không lâu; ngắn ngủi (thời gian)";""
吐;tǔ;THỔ;"nhả; nhè; nhổ; khạc; phun; nở ra; nhả ra; thè ra; trổ ra; nói ra";""
豪;háo;HÀO;"người tài; hào kiệt; anh hào; văn hào; người tài năng xuất chúng";""
胆;dǎn;ĐẢM;"túi mật; táo bạo; gan; gan dạ; gan góc; can đảm; ruột";""
赏;shǎng;THƯỞNG;"thưởng; thưởng thức; ngắm; tán thưởng; khen ngợi";""
肥;féi;PHÌ;"béo; mập; phì; mỡ (nhiều); phì nhiêu; màu mỡ (đất đai); lợi ích; ích lợi; món hời; rộng; vừa rộng vừa dài (quần áo)";""
址;zhǐ;CHỈ;"nơi; chỗ; địa điểm";""
擦;cā;SÁT;"chùi; chà; cọ; lau; lau chùi; gạt; cọ xát; ma sát; chà; cạ; xoa; đánh; quẹt; bôi; xoa; thoa; xức; tra; sát; lướt; sượt; kề sát; ghé sát; nạo; bào; mài";""
恢;huī;KHÔI;"lớn; rộng lớn";""
描;miáo;MIÊU;"tô; đồ; tô vẽ; miêu tả; phỏng vẽ; tô lại; viết dạm; đồ theo; viết phỏng";""
软;ruǎn;NHUYỄN;"mềm; nhũn; nhẹ nhàng; mềm mỏng; yếu đuối; mềm nhũn; dao động; yếu lòng; nhẹ dạ; mềm lòng";""
惨;cǎn;THẢM;"bi thảm; thê thảm; thảm thương; thảm thiết; vô cùng; cực kỳ; ghê gớm; thê thảm; độc ác; hung ác; tàn ác; ảm đạm; tối tăm";""
纯;chún;THUẦN;"tinh khiết; thanh khiết; trong lành; trong trẻo; tuyền; ròng; nguyên chất; thuần thục; thành thạo; có kinh nghiệm";""
骄;jiāo;KIÊU;"kiêu; kiêu ngạo; kiêu căng; mãnh liệt; gay gắt; mạnh mẽ; dữ dội; được yêu thích; cưng; sủng ái; yêu thương; yêu chiều";""
兽;shòu;THÚ;"thú; con thú";""
欺;qī;KHI;"lừa dối; lừa gạt; bắt nạt; ức hiếp; lợi dụng";""
慈;cí;TỪ;"hiền lành; hiền từ; nhân ái; tốt bụng; hiền";""
偏;piān;THIÊN;"nghiêng, lệch; vẫn, cứ, lại; không ngờ, chẳng may; rất, hết sức";""
闲;xián;NHÀN;"nhàn hạ, rảnh rỗi";""
减;jiǎn;GIẢM;"giảm bớt";""
椰;yē;GIA;"cây dừa; trái dừa";""
轮;lún;LUÂN;"bánh xe; ca-nô; tàu thuỷ; vành; vầng";""
陆;lù;LỤC;"lục địa; đất liền; đường bộ; họ Lục";""
纸;zhǐ;CHỈ;"giấy; tiền vàng mã; tiền âm phủ";""
沈;shěn;THẨM;"Thẩm Dương (tên một thành phố ở tỉnh Liêu Ninh, Trung Quốc); họ Thẩm";""
脱;tuō;THOÁT;"lóc; róc; bóc; bong; rụng; cởi ra; bỏ ra; sót; sai sót; tuột; thoát; thoát khỏi; khử; tẩy; vắt";""
丝;sī;TI;"tơ tằm; sợi; dây; tơ; dây đàn; đàn (nhạc cụ có dây)";""
刻;kè;KHẮC;"khắc; chạm trổ; chạm khắc; thời hạn; thời gian (theo hạn định); ghi (đĩa CD hoặc DVD)";""
晃;huǎng, huàng;HOẢNG;"loá mắt, chói mắt";""
烦;fán;PHIỀN;"phiền; phiền muộn; buồn phiền; chán; nhàm chán; làm phiền; quấy rầy; nhờ";""
谅;liàng;LƯỢNG;"hiểu; thông cảm; tha thứ; tha lỗi; bao dung; tin; chắc; ước đoán; đoán rằng; chắc rằng";""
烧;shāo;THIÊU;"đốt; thiêu; cháy; đun; đốt nóng; nấu; nung; nấu; kho; hầm (nấu ăn); quay; nướng; sốt; làm héo; làm úa; làm lụi; làm chết; làm cháy (do bón quá nhiều phân); đắc ý; cuồng; kiêu ngạo";""
邀;yāo;YÊU;"mời; yêu cầu đạt đến; chặn lại";""
函;hán;HÀM;"hộp; vỏ bọc; phong bì (văn viết); thư; thư tín; họ Hàm";""
宅;zhái;TRẠCH;"nơi ở; chỗ ở";""
拖;tuō;ĐÀ;"kéo; dắt; lôi; buông thõng; kéo dài; lau; chùi; cản; cản trở; vướng đường; gây trở ngại";""
骗;piàn;BIỂN;"lừa gạt; lừa dối; gian lận; lừa đảo";""
搭;dā;ĐÁP;"bắc; dựng; làm; mắc; vắt; đắp; phủ; khoác; treo; nối; nhập lại; ăn khớp; thêm vào; góp vào; phối hợp; phân phối; trộn; khiêng; khênh; nhấc; ngồi; đi; đáp (xe, thuyền, máy bay)";""
掉;diào;ĐIỆU;"rơi; rớt; rụng; tụt hậu; tụt lại; rớt lại phía sau; mất; bỏ sót; đánh mất; đánh rơi; hạ; giảm; giảm sút; vẫy; lắc lư; cử động; lay động; đung đưa; quay lại; ngoảnh lại; đổi; đổi cho nhau; khoe; khoe khoang";""
筑;zhù;TRÚC;"xây; làm; bắc; đắp; xây dựng";""
灾;zāi;TAI;"tai hoạ; thảm họa; tai nạn; thiên tai; bất hạnh; điều không may";""
囤;dùn;ĐỘN;"bồ; cót; vựa (đựng thóc)";""
患;huàn;HOẠN;"mắc; bị (bệnh); lo lắng; lo sợ; lo nghĩ; ưu sầu; suy tính";""
哀;āi;AI;"buồn; thương cảm; tưởng nhớ";""
际;jì;TẾ;"bờ; ranh giới; bờ bến; trong; bên trong; ở trong; giữa (cái này với cái khác); thời; lúc; dịp; thời gian; trường hợp; hoàn cảnh";""
穷;qióng;CÙNG;"nghèo; nghèo nàn; cùng; tận cùng; khốn cùng; xa xôi; hẻo lánh; vùng sâu vùng xa";""
穿;chuān;XUYÊN;"mặc; đi; mang; đeo (giày, tất); chọc; xuyên; dùi; xỏ; xâu; xiên; xâu chuỗi; qua; đi qua; xuyên qua; lách qua";""
刺;cì;THỨ.THÍCH;"đâm; chọc; chích; khoét; xỏ; xuyên; xăm; chói; kích thích; kích động; khuyến khích; khuấy động; ám sát; hành thích; giết lén; trinh sát; dò thám; hỏi thăm; châm biếm; chế nhạo";""
景;jǐng;CẢNH;"cảnh trí; phong cảnh; cảnh; tình hình; tình huống; cảnh ngộ; tình thế; hoành cảnh; dàn cảnh; dựng cảnh; họ Cảnh";""
牌;pái;BÀI;"thẻ; biển; bảng; nhãn hiệu; bài; biển; bảng; huy chương";""
摇;yáo;DAO;"rung; lắc; đong đưa; dao động; phe phẩy; phất; lắc; rung chuyển";""
妙;miào;DIỆU;"đẹp; tuyệt diệu; tuyệt vời; tốt đẹp; thần kì; kì diệu; lạ kỳ; thông minh; khéo léo; tế nhị; tinh tế";""
观;guān;QUAN;"nhìn; xem; coi; quan sát";""
陪;péi;BỒI;"tiếp; cùng; làm bạn; theo cùng; ở bên; đồng hành; giúp đỡ; phụ trợ";""
消;xiāo;TIÊU;"biến mất; tiêu tan; tiêu trừ; làm tiêu tan; làm tan biến; tiêu khiển; giải trí; cần; cần phải";""
遇;yù;NGỘ;"gặp; gặp mặt; gặp gỡ; tương ngộ; đối đãi; khoản đãi; chiêu đãi; thết đãi";""
奥;ào;ÁO;"sâu xa; khó hiểu; thâm sâu; bên trong; phía trong; sâu thẳm";""
属;shǔ;THUỘC;"cầm tinh; tuổi con gì; thuộc về, thuộc; lệ thuộc; phụ thuộc; trực thuộc; chịu sự quản lý; là";""
抽;chōu;TRỪU;"rút; rút ra; lấy ra; chiết xuất; dẫn ra; dành; bớt; cử; lấy ra; tách ra; đưa ra; tháo ra; chọn ra (một phần); trổ; nảy; đâm ra; mọc ra; hút; bơm; co; rút; ngắn lại; co vào; rút vào; nhỏ đi; quất; đánh; vụt";""
夸;kuā;KHOA;"khoác lác; nói khoác; khoe khoang; phóng đại; thổi phồng; khen; khen ngợi";""
务;wù;VỤ;"việc; sự việc; trạm gác thu thuế (thời xưa, nay chỉ dùng làm tên đất); họ Vụ";""
衰;cuī, shuāi;THÔI;"giảm bớt, suy vong";""
替;tì;THẾ;"thay thế; thay; giúp; suy tàn (triều đại); dừng; hoãn";""
规;guī;QUY;"com-pa (dụng cụ vẽ hình tròn); quy tắc; quy định; luật lệ; máy đo; đồng hồ đo; họ Quy";""
潜;qián;TIỀM;"lặn; ẩn náu; ẩn nấp; tiềm";""
危;wēi;NGUY;"nguy; nguy hiểm; không an toàn; ngay ngắn; chính trực; nguy; nguy kịch; chết; sắp chết (sắp chết); cao (lầu)";""
躲;duǒ;ĐÓA;"tránh; tránh né; trốn; giấu; nấp";""
尚可;shàngkě;THƯỢNG KHẢ;"tạm ổn; tạm được; cũng được";""
废墟;fèixū;PHẾ HƯ;"đống hoang tàn; đống đổ nát; đống gạch vụn";""
杜绝;dùjué;ĐỖ TUYỆT;"ngăn chặn; tiêu diệt; diệt sạch";""
投入;tóurù;ĐẦU NHẬP;"bước vào; tham gia; dấn thân vào";""
污秽;wūhuì;Ô UẾ;"dơ; bẩn; dơ bẩn";""
可惜;kěxī;KHẢ TÍCH;"đáng tiếc; tiếc là; tiếc thay";""
瓶颈;píngjǐng;BÌNH CẢNH;"điểm nghẽn; khó khăn; trở ngại";""
融化;rónghuà;DUNG HOÁ;"tan; hoà tan; tan chảy";""
偏偏;piānpiān;THIÊN THIÊN;"lại; cứ; cố ý";""
玫瑰;méigui;MAI CÔI;"hoa hồng; cây hoa hồng";""
酸痛;suāntòng;TOAN THỐNG;"đau mỏi; đau nhức; nhức mỏi (thân thể)";""
心胸狭隘;xīnxiōng xiá'ài;TÂM HUNG HIỆP ẢI;"nhỏ nhen, hẹp hòi; nhỏ nhen";""
暴躁;bàozào;BẠO TÁO;"nóng nảy; cáu kỉnh; nổi nóng";""
惩罚;chéngfá;TRỪNG PHẠT;"phạt; nghiêm trị; nghiêm khắc trừng trị";""
投;tóu;ĐẦU;"ném; quăng; bỏ vào";""
切勿;qiè wù;THIẾT VẬT;"chớ; cấm; không nên";""
一顿;yī dùn;NHẤT ĐỐN;"một bữa; một lần; một hồi";""
枉费;wǎngfèi;UỔNG PHÍ;"uổng phí; vô ích; uổng công";""
携带;xiédài;HUỀ ĐỚI;"mang theo; xách tay; mang đi cùng";""
考核;kǎohé;KHẢO HẠCH;"sát hạch; khảo hạch; khảo sát đánh giá";""
窃贼;qièzéi;THIẾT TẶC;"kẻ trộm; kẻ cắp; tên trộm";""
厚道;hòudao;HẬU ĐẠO;"phúc hậu; hiền hậu; Đài Loan đọc là [hòu dào]";""
调料;tiáoliào;ĐIỀU LIỆU;"gia vị; đồ gia vị";""
熟悉;shúxi;THỤC TẤT;"hiểu rõ; quen thuộc; quen (người, tình huống nào đó)";""
地道;dìdao;ĐỊA ĐẠO;"thuần túy; chân chính; chính gốc";""
熬夜;áoyè;NGAO DẠ;"thức khuya; thức đêm; thức sáng đêm";""
犒劳;kàoláo;KHAO LAO;"khao; đãi; thưởng";""
不吝;bùlìn;BẤT LẬN;"vui lòng; không tiếc (dùng khi trưng cầu ý kiến)";""
枢纽;shūniǔ;KHU NỮU;"đầu mối then chốt; đầu mối trọng yếu";""
不仅;bùjǐn;BẤT CẨN;"không chỉ; không những; chẳng những";""
